Field_Name,Tooltip,Field_Type,Needs_Review,Confidence,Part,Part_Num,Line,Subline,Base_Field_Type,Position,Domains,Personas,Biographical_Subcategories
Pt7Line1B1b_DateScreeningRun[5],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5) Sputum Smears and Cultures Result. Sputum Smears Result Table. Row 3. Enter Date when Smear Result was Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1B1b_DateScreeningRun,False,1.8,Part 7,7,,,Pt7Line1B1b_DateScreeningRun,5,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
Pt7Line1B1b_DateScreeningRun[6],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results table. Row 1. Enter Date when Specimen was Obtained. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1B1b_DateScreeningRun,False,1.8,Part 7,7,,,Pt7Line1B1b_DateScreeningRun,6,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
Pt7Line1B1b_DateScreeningRun[7],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results table. Row 2. Enter Date when Specimen was Obtained. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1B1b_DateScreeningRun,False,1.8,Part 7,7,,,Pt7Line1B1b_DateScreeningRun,7,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
Pt7Line1B1b_DateScreeningRun[8],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results table. Row 3. Enter Date when Specimen was Obtained. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1B1b_DateScreeningRun,False,1.8,Part 7,7,,,Pt7Line1B1b_DateScreeningRun,8,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
Pt7Line1B1b_DateScreeningRun[9],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Smear Results Table. Row 1. Enter Date when Culture Result was Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1B1b_DateScreeningRun,False,1.8,Part 7,7,,,Pt7Line1B1b_DateScreeningRun,9,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
Pt7Line1B1c_TiterOne[0],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 1. Serologic Test for Syphilis (Required for applicants 18 to 44 years). All tests must be performed on the same blood sample. C. Screening Reactive, Titer 1. Enter Titer 1.",Pt7Line1B1c_TiterOne,False,1.8,Part 7,7,,,Pt7Line1B1c_TiterOne,0,medical(1.8); employment(1.8),applicant(2.0),unknown(0.0)
Pt7Line1B1d_name[0],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Smear Results table. Row 1. Enter X for Negative Result Reported.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,0,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[10],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 2. Enter X for a Positive Result.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,10,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[11],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 3. Enter X for a Positive Result.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,11,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[12],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 1. Enter X for a Contaminated Result.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,12,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[13],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 2. Enter X for a Contaminated Result.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,13,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[14],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 3. Enter X for a Contaminated Result.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,14,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[15],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 1. Enter X for a NTM Result.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,15,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[16],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 2. Enter X for a NTM Result.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,16,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[17],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). Sputum Smears and Cultures Result. 5. Sputum Smears and Cultures Results.Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 3. Enter X for a NTM Result. Sputum Culture Results. Enter X for a NTM Result.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,17,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[1],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Smear Results table. Row 2. Enter X for Negative Result Reported.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,1,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[2],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Smear Results table. Row 3. Enter X for Negative Result Reported.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,2,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[3],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5) Sputum Smears and Cultures Result. Sputum Smear Results table. Row 1. Enter X for a Positive Result Reported.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,3,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[4],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5) Sputum Smears and Cultures Result. Sputum Smear Results table. Row 2. Enter X for a Positive Result Reported.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,4,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[5],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5) Sputum Smears and Cultures Result. Sputum Smear Results table. Row 3. Enter X for a Positive Result Reported.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,5,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[6],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results table. Row 1. Enter X for Negative Result Reported.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,6,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[7],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results table. Row 2. Enter X for Negative Result Reported.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,7,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[8],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results table. Row 2. Enter X for Negative Result Reported.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,8,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1d_name[9],Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 1. Enter X for a Positive Result.,Pt7Line1B1d_name,False,1.8,Part 7,7,,,Pt7Line1B1d_name,9,medical(1.8); employment(1.8),unknown(0.0),core_identity(1.8)
Pt7Line1B1h_DateOfrepeatTest[0],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 1. Serologic Test for Syphilis (Required for applicants 18 to 44 years). All tests must be performed on the same blood sample. H. Date Repeat Treponemal Test Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1B1h_DateOfrepeatTest,False,1.8,Part 7,7,,,Pt7Line1B1h_DateOfrepeatTest,0,medical(1.8); employment(1.8),applicant(2.0),unknown(0.0)
Pt7Line1C1b_DateScreeningNucleicAcid[0],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. C. Gonorrhea. 1. Laboratory Test for Gonorrhea (Required for applicants 18 to 24 years of age). B. Enter Date Result Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1C1b_DateScreeningNucleicAcid,False,1.8,Part 7,7,,,Pt7Line1C1b_DateScreeningNucleicAcid,0,medical(1.8); employment(1.8),applicant(2.0),unknown(0.0)
Pt7Line1_CivilSurgeonID[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Civil Surgeon's Information. 1. Enter Civil Surgeon Identification Number (CSID) (unless performing the examination under a health department or military blanket designation).",CivilSurgeonID,False,2.0,Part 7,7,Line 1,,CivilSurgeonID,0,medical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
Pt7Line1_CompleteSeries[0],"Part 10. Vaccination Record. Complete Series. Line Ten. Rotavirus. Mark an X if complete; write date of lab test if immune or ""V H"" if varicella history.",CompleteSeries,False,0.0,Part 7,7,Line 1,,CompleteSeries,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt7Line1_FamilyName[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. NOTE: Do not sign Form I-6 93 and do not have the applicant sign in Part 2. until all health-related follow-up requirements are met. Civil Surgeon's Information. 1. Enter Family Name (Last Name).",FamilyName,False,2.0,Part 7,7,Line 1,,FamilyName,0,biographical(1.8); medical(1.8); office(2.0),applicant(2.0),core_identity(1.8); contact_info(1.6)
Pt7Line1_GivenName[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Civil Surgeon's Information. 1. Enter Given Name (First Name).",GivenName,False,2.0,Part 7,7,Line 1,,GivenName,0,biographical(1.8); office(2.0),unknown(0.0),core_identity(1.8); contact_info(1.6)
Pt7Line1_MiddleName[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Civil Surgeon's Information. 1. Enter Middle Name, if applicable.",MiddleName,False,2.0,Part 7,7,Line 1,,MiddleName,0,biographical(1.8); office(2.0),unknown(0.0),core_identity(1.8); contact_info(1.6)
Pt7Line2_MedPracticeName[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Civil Surgeon's Information. 2. Enter Name of Medical Practice, Facility, or Health Department.",MedPracticeName,False,2.0,Part 7,7,Line 2,,MedPracticeName,0,biographical(1.8); medical(1.8); office(2.0),unknown(0.0),core_identity(1.8); contact_info(1.6)
Pt7Line3_AptSteFlrNumber[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Physical Address. 3. Enter Apartment, Suite or Floor Number.",AptSteFlrNumber,False,2.0,Part 7,7,Line 3,,AptSteFlrNumber,0,biographical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
Pt7Line3_CityOrTown[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Physical Address. 3. Enter City or Town.",CityOrTown,False,2.0,Part 7,7,Line 3,,CityOrTown,0,biographical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
Pt7Line3_State[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Physical Address. 3. Select State from List of States.",State,False,2.0,Part 7,7,Line 3,,State,0,biographical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
Pt7Line3_StreetNumberName[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Physical Address. 3. Enter Street Number and Name.",StreetNumberName,False,2.0,Part 7,7,Line 3,,StreetNumberName,0,biographical(1.8); office(2.0),unknown(0.0),core_identity(1.8); contact_info(1.6)
Pt7Line3_Unit[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Physical Address. 3. Select Floor.",Unit,False,2.0,Part 7,7,Line 3,,Unit,0,biographical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
Pt7Line3_Unit[1],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Physical Address. 3. Select Suite.",Unit,False,2.0,Part 7,7,Line 3,,Unit,1,biographical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
Pt7Line3_Unit[2],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Physical Address. 3. Select Apartment.",Unit,False,2.0,Part 7,7,Line 3,,Unit,2,biographical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
Pt7Line3_ZipCode[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Physical Address. 3. Enter ZIP Code.",ZipCode,False,2.0,Part 7,7,Line 3,,ZipCode,0,biographical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
Pt7Line4_AptSteFlrNumber[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Mailing Address. 4. Enter Apartment, Suite or Floor Number, if applicable.",AptSteFlrNumber,False,2.0,Part 7,7,Line 4,,AptSteFlrNumber,0,biographical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
Pt7Line4_CityOrTown[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Mailing Address. 4. Enter City or Town.",CityOrTown,False,2.0,Part 7,7,Line 4,,CityOrTown,0,biographical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
Pt7Line4_State[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Mailing Address. 4. Select State from List of States.",State,False,2.0,Part 7,7,Line 4,,State,0,biographical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
Pt7Line4_StreetNumberName[0],"Part 7. Civil Surgeon's Contact Information, Certification, and Signature. Mailing Address. 4. Enter Street Number and Name Street Number and Name (P O Box)",StreetNumberName,False,2.0,Part 7,7,Line 4,,StreetNumberName,0,biographical(1.8); office(2.0),unknown(0.0),core_identity(1.8); contact_info(1.6)
